company_name, E, S, G
industry_tone,0.000342711409731248, 0.0003158929583016493, -0.00012744545021962984
reliance,-0.0005259250495460582, -0.0005751415245593727, -0.0016926049203470233
apple,0.0014980544294390546, -0.0005498452706748727, 0.0003058911716147508
ibm,0.0016758775773438972, 0.001539467675680138, 0.0007889596517086444
